"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"512939","Bacteria","Chloroflexi","SOGA31",NA,NA,NA,NA
"112929","Bacteria","Chloroflexi","SOGA31",NA,NA,NA,NA
"113232","Bacteria","Chloroflexi","SOGA31",NA,NA,NA,NA
"218985","Bacteria","Chloroflexi","SOGA31",NA,NA,NA,NA
"284171","Bacteria","Chloroflexi","SOGA31",NA,NA,NA,NA
"166792","Bacteria","Chloroflexi","TK-SH13",NA,NA,NA,NA
"215100","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"580677","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"240228","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"217400","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"159894","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"160354","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"244455","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"257714","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"222810","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"285767","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"285320","Bacteria","Chloroflexi","Ktedonobacteria",NA,NA,NA,NA
"246833","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","AKYH910",NA,NA
"113170","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","AKYH910",NA,NA
"247231","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"494253","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"236377","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"325796","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"161451","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"184881","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"239601","Bacteria","Chloroflexi","Bljii12","B07_WMSP1","FFCH4570",NA,NA
"250099","Bacteria","Chloroflexi","Bljii12","AKYG885","5B-12",NA,NA
"186887","Bacteria","Chloroflexi","Bljii12","AKYG885","5B-12",NA,NA
"225605","Bacteria","Chloroflexi","Bljii12","AKYG885","5B-12",NA,NA
"251412","Bacteria","Chloroflexi","Bljii12","AKYG885","5B-12",NA,NA
"242432","Bacteria","Chloroflexi","Bljii12","AKYG885","5B-12",NA,NA
"219565","Bacteria","Chloroflexi","Bljii12","AKYG885","5B-12",NA,NA
"223752","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"261663","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"112949","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"113599","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"114334","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"113276","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"494503","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"112836","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"213333","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"235741","Bacteria","Chloroflexi","Bljii12","AKYG885","Dolo_23",NA,NA
"249501","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"571700","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"567113","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"559741","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"569476","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"206654","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"273805","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"238509","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"144409","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"226939","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"587291","Bacteria","Chloroflexi","TK17","S085",NA,NA,NA
"143212","Bacteria","Chloroflexi","TK17","mle1-48",NA,NA,NA
"536088","Bacteria","Chloroflexi","TK17","mle1-48",NA,NA,NA
"106084","Bacteria","Chloroflexi","TK17","mle1-48",NA,NA,NA
"239300","Bacteria","Chloroflexi","TK17","mle1-48",NA,NA,NA
"560792","Bacteria","Chloroflexi","TK17","mle1-48",NA,NA,NA
"239349","Bacteria","Chloroflexi","TK17",NA,NA,NA,NA
"511930","Bacteria","Chloroflexi","TK17",NA,NA,NA,NA
"512873","Bacteria","Chloroflexi","TK17",NA,NA,NA,NA
"210026","Bacteria","Chloroflexi","TK17",NA,NA,NA,NA
"211287","Bacteria","Chloroflexi","TK17",NA,NA,NA,NA
"558845","Bacteria","Chloroflexi","Chloroflexi-4",NA,NA,NA,NA
"553650","Bacteria","Chloroflexi","Chloroflexi-4",NA,NA,NA,NA
"587936","Bacteria","Chloroflexi","Chloroflexi-4",NA,NA,NA,NA
"136672","Bacteria","Chloroflexi","Chloroflexi-4",NA,NA,NA,NA
"536270","Bacteria","Chloroflexi","Chloroflexi-4",NA,NA,NA,NA
"56382","Bacteria","Chloroflexi","Dehalococcoidetes","NT-B4",NA,NA,NA
"513763","Bacteria","Chloroflexi","Dehalococcoidetes","NT-B4",NA,NA,NA
"559475","Bacteria","Chloroflexi","Dehalococcoidetes","NT-B4",NA,NA,NA
"169163","Bacteria","Chloroflexi","Dehalococcoidetes","NT-B4",NA,NA,NA
"31890","Bacteria","Chloroflexi","Dehalococcoidetes","NT-B4",NA,NA,NA
"406679","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"217608","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"143037","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"13743","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"573684","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"74169","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"545811","Bacteria","Chloroflexi","Dehalococcoidetes","Dehalococcoidales","Dehalococcoidaceae",NA,NA
"582257","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"542211","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"573491","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"509986","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"161988","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"113898","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"533078","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"349891","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"534526","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"552001","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilinea",NA
"44024","Bacteria","Chloroflexi","Anaerolineae","A31","S47",NA,NA
"215669","Bacteria","Chloroflexi","Anaerolineae","A31","S47",NA,NA
"65688","Bacteria","Chloroflexi","Anaerolineae","A31","S47",NA,NA
"102361","Bacteria","Chloroflexi","Anaerolineae","A31","KNA6-EB22",NA,NA
"531244","Bacteria","Chloroflexi","Anaerolineae","A31","KNA6-EB22",NA,NA
"267008","Bacteria","Chloroflexi","Anaerolineae","GN14",NA,NA,NA
"163647","Bacteria","Chloroflexi","Anaerolineae","GN14",NA,NA,NA
"260028","Bacteria","Chloroflexi","Anaerolineae","GN14",NA,NA,NA
"574788","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"81161","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"52017","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"66912","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"65481","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"210067","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"162849","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"235963","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"263961","Bacteria","Chloroflexi","Anaerolineae","SJA-15",NA,NA,NA
"100980","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"576076","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"533160","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"166011","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"199390","Bacteria","Chloroflexi","Anaerolineae","SHA-20",NA,NA,NA
"151229","Bacteria","Chloroflexi","Anaerolineae","SHA-20",NA,NA,NA
"170927","Bacteria","Chloroflexi","Anaerolineae","SHA-20",NA,NA,NA
"162958","Bacteria","Chloroflexi","Anaerolineae","OPB11",NA,NA,NA
"70228","Bacteria","Chloroflexi","Anaerolineae","OPB11",NA,NA,NA
"214216","Bacteria","Chloroflexi","Anaerolineae","CFB-26",NA,NA,NA
"594126","Bacteria","Chloroflexi","Anaerolineae","CFB-26",NA,NA,NA
"274279","Bacteria","Chloroflexi","Anaerolineae","CFB-26",NA,NA,NA
"255346","Bacteria","Chloroflexi","Anaerolineae","CFB-26",NA,NA,NA
"570248","Bacteria","Chloroflexi","Anaerolineae","SB-34",NA,NA,NA
"536403","Bacteria","Chloroflexi","Anaerolineae","SB-34",NA,NA,NA
"509572","Bacteria","Chloroflexi","Anaerolineae","SB-34",NA,NA,NA
"538643","Bacteria","Chloroflexi","Anaerolineae","SB-34",NA,NA,NA
"553966","Bacteria","Chloroflexi","Anaerolineae","SB-34",NA,NA,NA
"2724","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"277874","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"69761","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","C1_B004",NA
"264526","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","C1_B004",NA
"579753","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","C1_B004",NA
"66911","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"102061","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"90530","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","SHD-14",NA
"65476","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"2742","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","WCHB1-05",NA
"47263","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","WCHB1-05",NA
"101137","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","WCHB1-05",NA
"2745","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","WCHB1-05",NA
"310689","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"83666","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"143650","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"563365","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"284052","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"511535","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"226739","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae",NA,NA
"278445","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","T78",NA
"2744","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Levilinea",NA
"544167","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Levilinea",NA
"549137","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Levilinea",NA
"194108","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Anaerolinea",NA
"143935","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Anaerolinea",NA
"114372","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Anaerolinea",NA
"564996","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolinaceae","Anaerolinea",NA
"563567","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"251287","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"573498","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"565564","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"562167","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"568335","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"575415","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"22845","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"559525","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"278709","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"153300","Bacteria","Chloroflexi","Anaerolineae","envOPS12",NA,NA,NA
"548078","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"220556","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"162841","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"534587","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"590201","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"274885","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"552531","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"319179","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"72863","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"581965","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"541573","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"182748","Bacteria","Chloroflexi","Anaerolineae","GCA004",NA,NA,NA
"260455","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"208032","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"555305","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"563339","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"552873","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"348818","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"551071","Bacteria","Chloroflexi","Anaerolineae","BPC110",NA,NA,NA
"211661","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"143557","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"203941","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"143216","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"594201","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"232744","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"2751","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"542855","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"65692","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"587145","Bacteria","Chloroflexi","Anaerolineae","WCHB1-50",NA,NA,NA
"246089","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"82558","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"250810","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"557083","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"144633","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"23428","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"114295","Bacteria","Chloroflexi","Anaerolineae","H39",NA,NA,NA
"542524","Bacteria","Chloroflexi","Anaerolineae","SJA-101","SHA-31",NA,NA
"248616","Bacteria","Chloroflexi","Anaerolineae","SJA-101","SHA-31",NA,NA
"248283","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"243950","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"154220","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"219899","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"223701","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"214083","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"576611","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"330071","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"535410","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"249472","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"114049","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"251267","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"330804","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"113017","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"65453","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"308698","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"533646","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"248412","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"576689","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"71617","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"584629","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"251306","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"361865","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"336578","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"306793","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"257781","Bacteria","Chloroflexi","Anaerolineae","A4b",NA,NA,NA
"2710","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA,NA
"539981","Bacteria","Chloroflexi","Anaerolineae","DRC31",NA,NA,NA
"193982","Bacteria","Chloroflexi","Anaerolineae","DRC31",NA,NA,NA
"587139","Bacteria","Chloroflexi","Anaerolineae","DRC31",NA,NA,NA
"142371","Bacteria","Chloroflexi","Anaerolineae","DRC31",NA,NA,NA
"184557","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"533639","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"173719","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"102457","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"322996","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"559886","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"243734","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"248966","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"233441","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"161161","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"304270","Bacteria","Chloroflexi","Anaerolineae","S0208",NA,NA,NA
"512694","Bacteria","SC4",NA,NA,NA,NA,NA
"246357","Bacteria","SC4",NA,NA,NA,NA,NA
"12396","Bacteria","WS1",NA,NA,NA,NA,NA
"569727","Bacteria","WS1",NA,NA,NA,NA,NA
"575067","Bacteria","WS1",NA,NA,NA,NA,NA
"184899","Bacteria","SC4",NA,NA,NA,NA,NA
"258809","Bacteria","SC4",NA,NA,NA,NA,NA
"262115","Bacteria","SC4",NA,NA,NA,NA,NA
"143458","Bacteria","SC4",NA,NA,NA,NA,NA
"120514","Bacteria","SC4",NA,NA,NA,NA,NA
"212594","Bacteria","GAL15",NA,NA,NA,NA,NA
"114339","Bacteria","AD3","ABS-6",NA,NA,NA,NA
"211351","Bacteria","AD3","ABS-6",NA,NA,NA,NA
"254564","Bacteria","AD3","ABS-6",NA,NA,NA,NA
"247114","Bacteria","AD3","ABS-6",NA,NA,NA,NA
"559239","Bacteria","AD3","JG37-AG-4",NA,NA,NA,NA
"226892","Bacteria","AD3","JG37-AG-4",NA,NA,NA,NA
"261806","Bacteria","WS2",NA,NA,NA,NA,NA
"589048","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"108507","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"51973","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"73998","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",NA
"247984","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",NA
"250288","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",NA
"14178","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor",NA
"325608","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"138368","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"273357","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"510994","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"273775","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"584060","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"312221","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"75534","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"515620","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus",NA
"89770","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcusanaerobius"
"44695","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridiumhiranonis"
"295560","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridiumhiranonis"
"344553","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridiumhiranonis"
"193066","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"526583","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"182202","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"338957","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridiummetallolevans"
"553388","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"300356","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"319790","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridiumbifermentans"
"298875","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"301680","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"321137","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"287156","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"308502","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium",NA
"99507","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"289611","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"330492","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"294860","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"352027","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"291568","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"146485","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"43339","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"173642","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"68350","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"14145","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"591847","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"98253","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"66939","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"112263","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"586356","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"14157","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"224206","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"187802","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"317655","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"347636","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"208565","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"212304","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"484442","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"552238","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis","Eubacterium",NA
"191389","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis","Eubacterium",NA
"207340","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis","Eubacterium",NA
"589746","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis","Eubacterium",NA
"215890","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis","Anaerovorax",NA
"543525","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis",NA,NA
"289968","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis",NA,NA
"109334","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis",NA,NA
"204880","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis",NA,NA
"46159","Bacteria","Firmicutes","Clostridia","Clostridiales","ClostridialesFamilyXIII.IncertaeSedis","Mogibacterium",NA
