"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"593325",8,52,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356027",12,66,22,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
"227361",16,394,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"236252",49,234,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"141167",38,58,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1
"572125",5,46,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"253490",78,61,141,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"547247",0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"256786",5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248299",113,31,14,0,0,9,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"132770",0,3,134,0,0,0,0,1,0,0,0,0,5,1,11,1,0,0,0,0,0,0,0,0,0,0
"322856",42,71,32,0,0,6,27,15,1,0,0,0,42,85,48,1,0,0,0,2,0,0,0,0,0,0
"560846",92,973,119,0,3,4,20,4,0,1,0,7,430,555,548,2,2,0,0,1,0,0,2,0,3,0
"239095",177,972,420,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1
"244063",78,231,68,0,0,9,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"542025",247,1160,32,0,0,2,0,0,0,0,0,0,2,8,5,0,0,1,0,0,0,0,0,1,2,0
"210666",16,32,17,0,0,0,7,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0
"368027",34,70,86,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"225485",126,1136,9,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"350375",624,2836,15,0,0,7,18,0,0,0,0,0,3,19,20,0,0,0,0,2,0,0,1,3,6,0
"593718",85,462,133,0,0,1,2,1,0,1,0,0,6,15,11,0,0,0,0,0,0,0,0,0,1,1
"572494",10,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258935",9,77,146,0,0,1,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
"539978",4,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252595",29,288,96,0,0,2,4,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1,0
"254009",126,1035,89,0,0,0,0,5,0,0,0,0,0,1,3,0,0,0,0,4,0,1,1,1,2,0
"248114",134,2091,4,0,0,2,1,0,0,0,0,0,1,2,3,1,1,0,0,1,0,0,2,2,5,0
"311550",71,1046,84,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0
"243586",10,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251112",75,906,18,0,0,0,2,10,2,0,0,1,0,3,4,0,0,0,0,2,0,0,0,0,3,0
"253677",1,3,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"134038",9,182,2,0,0,0,0,1,0,0,0,0,3,10,15,0,0,0,0,2,0,0,0,0,0,0
"253774",50,107,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541327",0,8,36,0,0,0,0,0,0,0,23,1,5,12,4,0,0,0,0,0,0,0,0,0,0,0
"533016",2,20,3,0,0,0,0,0,0,0,0,0,7,12,10,0,0,0,0,0,0,0,0,1,0,0
"512663",1,2,2,0,0,0,6,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"123528",0,0,0,0,0,0,3,0,0,0,0,1,77,120,81,1,0,0,0,3,6,0,0,0,0,0
"370425",11,12,14,0,0,0,0,0,0,0,0,0,8,24,22,0,0,0,0,5,1,0,0,1,0,0
"253296",0,22,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
"91949",0,0,0,0,0,0,0,0,1,3,5,5,1031,2401,2457,16,2,1,0,0,0,0,3,4,0,1
"577551",0,0,5,0,0,0,0,0,0,0,0,1,14,70,47,0,0,1,0,0,0,0,0,0,0,0
"580190",9,24,1585,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
"242600",1,12,305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"137813",13,23,1147,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,1,4
"237357",7,18,888,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
"168709",20,53,3174,0,0,1,1,10,0,0,1,0,0,2,0,0,0,1,2,6,1,0,1,0,2,10
"166076",0,7,847,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"155707",9,2,386,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
"509078",7,29,1545,1,0,3,7,6,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,1,0
"250781",10,21,1083,0,0,7,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,2
"104603",1,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,1
"275285",0,0,0,0,0,0,0,0,1,0,2,4,213,772,675,7,1,0,0,0,0,1,1,2,1,1
"308664",0,0,0,0,0,0,0,0,0,0,0,0,13,70,46,1,0,0,0,0,0,0,0,0,0,0
"223917",0,0,0,0,0,0,0,0,1,0,1,0,9,29,45,0,0,0,0,0,0,0,0,1,0,0
"84679",0,0,0,0,0,0,0,0,0,0,0,1,8,66,61,0,0,0,0,0,0,0,0,0,0,0
"13713",0,0,0,0,0,0,0,0,0,0,1,1,7,37,44,2,0,0,0,0,0,0,0,0,0,0
"318438",16,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"509179",13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"558886",106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"136276",92,197,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"574772",202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"112742",2978,9,1,2,2,0,4,0,2,1,2,0,1,0,1,1,0,1,0,1,0,0,1,10,0,2
"518048",10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101372",21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227521",15,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246550",5,52,16,0,0,0,139,1,1,0,0,0,48,5,4,0,1,0,0,0,0,0,0,3,0,0
"90217",0,34,0,0,0,0,19,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308650",0,36,4,0,0,0,0,0,0,0,1,0,57,4,7,0,1,0,0,0,0,0,0,0,1,1
"282718",0,0,3,0,0,0,0,0,0,0,0,0,47,67,82,0,0,1,0,0,0,0,0,0,0,0
"362406",4,36,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1435",0,7,0,0,0,0,0,0,0,1,0,1,11,33,51,0,0,0,0,0,0,0,0,0,0,0
"569984",0,31,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"238196",3,7,26,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"221405",12,22,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535432",6,16,307,0,0,1,0,0,1,2,178,216,4,0,2,0,0,0,0,0,0,0,1,0,0,1
"247439",0,6,113,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369894",0,6,25,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549912",8,33,91,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100171",0,1,1,0,0,0,0,0,0,5,232,269,4,2,2,0,0,0,0,0,0,0,0,0,0,0
"247987",9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141815",5,27,77,0,0,0,7,3,0,1,5,22,8,5,4,0,0,0,0,0,0,0,1,0,0,0
"319724",31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"32254",35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321601",9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570974",8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163720",0,1,0,0,0,0,0,0,0,0,0,1,38,81,122,1,0,0,0,0,0,0,0,0,0,0
"247640",0,0,0,0,0,0,0,0,0,0,0,1,15,10,24,0,0,0,0,0,0,0,0,0,0,0
"542039",0,0,0,0,0,0,0,0,0,0,0,1,21,46,67,1,0,0,0,0,4,0,0,1,0,0
"576477",0,1,0,0,0,0,0,0,0,0,0,1,34,101,139,0,0,0,1,0,0,0,0,0,0,0
"537151",0,0,0,0,0,0,0,0,0,0,0,0,7,45,53,1,0,0,0,0,0,0,0,0,0,0
"548377",0,0,0,0,0,0,0,0,0,0,0,0,6,18,32,0,0,0,0,0,0,0,0,0,0,0
"314492",0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0
"143747",0,0,0,0,0,0,0,0,0,0,0,0,21,33,71,2,0,0,0,0,0,0,0,0,0,0
"565587",0,0,0,0,0,0,0,0,0,0,1,1,34,74,137,0,0,0,1,0,0,0,0,0,0,0
"568807",0,0,0,0,0,0,0,0,0,0,0,0,34,93,175,0,0,0,0,0,0,0,0,0,0,0
"250645",0,0,0,0,0,0,0,0,0,0,0,0,27,51,56,0,0,0,0,0,0,0,0,0,0,0
"153870",0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,0,0,0,0,0,0,0,0,0,0,1
"519788",0,0,0,0,0,0,0,0,0,0,0,0,6,23,13,0,0,0,0,0,0,0,0,0,0,0
"243552",9,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"235803",6,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255679",0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239599",8,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254133",5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551234",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347509",4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306910",12,18,303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"537856",14,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568015",0,7,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"487233",1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369522",0,0,0,0,0,0,0,0,0,0,0,1,242,40,56,0,0,0,0,0,0,0,1,0,1,0
"590848",8,4,0,0,0,0,0,0,0,0,0,0,10,11,4,0,0,0,0,0,0,0,0,0,0,0
"584471",243,157,160,0,0,0,0,0,0,0,37,139,3,2,3,1,0,0,0,0,0,0,0,2,1,1
"221811",6,53,23,0,0,0,0,0,0,0,2,4,51,49,54,0,0,0,0,0,0,0,0,0,1,0
"550218",18,49,91,0,0,3,0,2,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"225301",21,100,254,0,0,0,0,0,0,0,0,7,70,37,40,1,1,0,0,0,0,0,1,2,0,2
"589390",279,397,323,0,1,0,0,0,2,1,4,998,98,77,77,0,0,1,0,0,0,0,0,2,0,0
"156900",68,137,31,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"56514",2,48,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"369447",8,137,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"113767",56,103,2,0,0,0,0,0,0,0,0,2,34,10,18,0,1,0,0,0,0,0,0,0,1,0
"282328",90,148,13,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,1,1,0
"241676",26,41,5,0,0,0,0,0,0,0,0,0,86,30,25,0,0,0,0,0,0,0,0,0,0,0
"242796",0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70379",0,0,0,0,0,0,10,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10984",1,4,0,0,0,0,0,0,0,0,1,0,8,32,24,0,0,0,0,3,1,0,0,1,0,0
"581615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,0,0,0,0,0
"216289",2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,9,5,0,0,0,0,0
"205209",3,16,0,0,0,0,0,0,0,0,0,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0
"200752",69,386,1,0,0,0,0,0,0,0,0,6,16,23,24,0,0,0,0,0,0,0,0,0,0,0
"206828",84,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225432",11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202068",46,65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"556248",0,0,0,0,0,0,0,0,0,0,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0
"224443",0,0,0,0,0,0,0,0,0,0,0,2,5,14,7,0,0,0,0,0,1,0,0,0,0,0
"528049",3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112352",0,1,0,0,0,0,1,0,0,1,1,1,18,52,33,0,2,1,57,350,34,0,0,0,0,0
"225404",0,0,0,0,0,0,0,0,0,0,1,1,139,105,138,0,2,0,0,0,0,0,0,0,0,0
"210172",0,7,0,0,0,0,0,0,0,0,0,0,29,20,15,1,0,0,0,0,0,0,0,0,0,0
"247875",0,2,46,0,0,12,6,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"85874",0,6,23,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526791",0,0,3,0,0,18,26,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"137866",0,0,1,0,0,7,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527277",0,0,1,0,0,1,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549954",4,27,314,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,3
"534516",0,0,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"28650",0,0,0,0,0,0,0,0,0,0,0,125,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"541046",0,0,0,0,0,0,0,0,0,2,139,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"241985",0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510471",11,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238766",0,17,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"220353",3,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289530",6,131,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"588861",5,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"217917",3,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"253621",0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212287",2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225131",1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494235",6,40,126,0,0,2,5,3,0,0,0,0,0,4,0,0,0,0,0,1,5,0,0,0,0,1
"585970",21,25,492,0,0,37,37,9,0,0,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0
"346142",0,0,0,0,0,0,0,0,1,7,679,302,3,0,3,0,0,0,0,0,0,0,0,0,0,0
"282711",0,2,4,0,0,0,1,0,2,3,4,6,2720,2926,2030,17,1,2,0,0,0,2,10,20,3,2
"286104",277,4633,80,2,0,6,43,12,2,0,1,2,373,543,432,1,0,0,1,5,3,0,0,3,10,0
"82007",0,9,0,0,0,0,0,0,0,0,0,0,9,10,4,0,0,0,0,0,0,0,0,0,0,0
"160921",0,30,2,0,0,2,0,1,0,0,1,0,131,63,53,0,0,0,0,0,0,0,0,0,0,0
"584527",194,1294,494,0,0,8,11,2,0,0,1,0,24,36,6,0,0,0,0,4,2,0,0,0,5,1
"207796",143,993,59,0,0,0,5,10,0,0,0,0,42,75,69,1,0,0,0,2,6,0,1,0,1,1
"134616",50,151,82,0,0,0,0,2,0,0,1,0,317,425,269,2,1,0,0,4,3,0,1,3,0,0
"206278",35,30,0,0,0,0,2,0,6,1,5,15,4792,2918,1939,17,6,2,0,5,0,2,20,30,2,0
"212027",55,663,692,0,0,6,0,0,0,0,2,2,48,53,55,0,0,1,1,10,13,1,0,2,2,0
"206963",19,220,28,1,0,1,0,0,1,1,2,0,328,363,268,3,0,1,61,66,27,1,0,5,0,0
"593363",11,149,198,0,0,0,0,2,0,0,1,0,123,107,103,0,1,0,6,3,8,0,0,5,0,0
"533602",6,117,78,0,0,2,0,1,0,0,0,0,14,19,23,0,0,0,0,0,1,0,0,0,0,0
"256904",0,75,28,0,0,0,0,0,0,0,0,0,17,7,9,0,0,1,18,35,35,0,1,0,0,0
"549321",2,0,71,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,53,47,12,0,0,0,0,0
"512939",3,64,72,0,0,0,0,0,1,0,0,1,386,217,253,1,1,0,0,1,0,0,0,1,0,0
"112929",4,78,30,0,0,0,0,0,0,0,0,0,7,5,8,0,0,0,1,0,0,0,0,0,0,0
"113232",5,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"218985",14,174,335,0,0,4,0,0,0,0,2,0,72,168,118,0,3,0,1,1,0,0,0,0,0,0
"284171",3,155,94,0,0,0,0,0,0,0,0,1,14,78,38,0,0,0,0,0,0,0,0,0,0,1
"166792",0,0,0,0,0,0,0,0,0,0,0,0,1,13,10,0,0,0,0,0,0,0,0,0,0,0
"215100",11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580677",5,51,0,0,0,0,0,0,0,0,0,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0
"240228",17,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217400",9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"159894",65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160354",8,7,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0
"244455",1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257714",5,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222810",1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"285767",3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285320",6,334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"246833",0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113170",7,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247231",80,133,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494253",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236377",16,171,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"325796",139,529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"161451",62,1821,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,2,1,0
"184881",15,82,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239601",5,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250099",9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186887",11,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"225605",7,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251412",13,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"242432",10,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"219565",52,97,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"223752",123,62,15,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"261663",179,29,23,0,0,0,0,0,0,0,0,0,1,3,4,0,2,0,0,0,0,0,0,2,0,1
"112949",40,21,11,0,0,0,0,0,0,0,0,1,2,6,11,0,0,0,0,0,0,0,0,0,0,0
"113599",1,2,70,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"114334",48,11,9,0,0,0,6,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"113276",24,7,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494503",65,12,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"112836",161,46,64,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"213333",99,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"235741",8,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"249501",0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571700",110,267,17,0,0,1,0,0,0,0,0,0,1,35,13,0,0,0,0,0,0,0,0,1,0,0
"567113",0,0,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,32,18,0,0,0,0,0
"559741",3,2,63,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
"569476",3,12,20,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"206654",144,129,489,0,0,0,0,12,0,0,0,0,1,14,18,0,0,0,0,20,10,0,0,0,1,1
"273805",0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0
"238509",0,37,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"144409",12,358,1,0,0,0,0,0,0,0,0,0,2,21,5,0,0,0,0,0,0,0,0,0,2,0
"226939",4,270,0,0,0,0,0,0,0,0,1,1,11,79,55,0,0,0,0,0,0,0,0,0,0,0
"587291",10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143212",6,15,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"536088",0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,1,0,0,0,0,0,0
"106084",0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"239300",1,3,6,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0
"560792",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,6,1,0,0,0,0,0
"239349",11,3,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"511930",0,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,9,0,0,0,0,0
"512873",2,6,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,32,0,0,0,0,0
"210026",3,128,1,0,0,0,0,0,0,0,0,0,4,13,14,0,0,1,0,0,0,0,0,0,1,0
"211287",8,313,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0
"558845",0,3,148,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"553650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,112,0,0,0,0,0
"587936",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0
"136672",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
"536270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,0,0,0,0,0
"56382",0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,0,0,0,0,0,0,0
"513763",0,0,0,1,1,0,0,0,1,2,3,10,199,2230,2110,10,0,1,0,0,0,0,0,2,2,0
"559475",0,0,0,0,0,0,0,0,0,0,0,1,2,19,25,1,0,0,0,0,0,0,0,0,0,0
